responseid,distributionchannel,q43,social_media_use,how_often_1,how_often_2,how_often_3,how_often_4,how_often_5,how_often_6,how_often_7,how_often_8,how_often_9,how_often_10,how_often_11,tweets_public,insta_public,researchers_1,researchers_2,researchers_3,researchers_4,researchers_5,researchers_6,researchers_7,researchers_8,researchers_9,researchers_10,researchers_11,researchers_12,researchers_13,researchers_14,researchers_15,researchers_16,researchers_17,researchers_18,researchers_19,researchers_20,sm_companies_1,sm_companies_2,sm_companies_3,sm_companies_4,sm_companies_5,sm_companies_6,sm_companies_7,sm_companies_8,sm_companies_9,sm_companies_10,sm_companies_11,sm_companies_12,sm_companies_13,sm_companies_14,sm_companies_15,sm_companies_16,sm_companies_17,sm_companies_18,sm_companies_19,sm_companies_20,journalists_1,journalists_2,journalists_3,journalists_4,journalists_5,journalists_6,journalists_7,journalists_8,journalists_9,journalists_10,journalists_11,journalists_12,journalists_13,journalists_14,journalists_15,journalists_16,sometimes,sometimes_text,digital_privacy_1,digital_privacy_2,digital_privacy_3,digital_privacy_4,social_science,data_archive_1,data_archive_2,data_archive_3,data_archive_4,data_archive_5,secure_archive,anonymous_archive,concern-misuse,concern-harm,age,gender_identity_1,gender_identity_2,gender_identity_3,gender_identity_4,gender_identity_5,gender_identity_6,sexual_orientation_1,sexual_orientation_2,sexual_orientation_3,sexual_orientation_4,sexual_orientation_5,race_ethnicity_1,race_ethnicity_2,race_ethnicity_3,race_ethnicity_4,race_ethnicity_5,race_ethnicity_6,race_ethnicity_7,race_ethnicity_8,race_ethnicity_9,education,income,sensitivity_1,sensitivity_2,sensitivity_3,sensitivity_4,sensitivity_5,sensitivity_6,sensitivity_7,sensitivity_8,sensitivity_9,sensitivity_10,sensitivity_11,sensitivity_12,sensitivity_13,sensitivity_14,sensitivity_15,sensitivity_16,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,privacy_behaviors_1,privacy_behaviors_2,privacy_behaviors_3,privacy_behaviors_4,privacy_behaviors_5,privacy_behaviors_6,privacy_behaviors_7
R_2cia6bZRKfzLbAA,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Don't use at all,Don't use at all,Every Few Weeks,A Few Times a Week,Don't use at all,Several Times a Day,About Once a Day,Don't use at all,Several Times a Day,Yes,No,Yes,Yes,Yes,No,Yes,Yes,I'm not sure.,No,No,I'm not sure.,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,I'm not sure.,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,No,No,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,Yes,"Some questions that were asked, did not and would not apply to me personally so I would say sometimes depending on who it applied to ",Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Agree,Important,Not important,Important,Important,Important,Good idea,I'm not sure,Slightly Concerned,Moderately Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,White,0,0,Some college but no degree,"$50,000 - $59,999",9,8,8,8,8,6,6,5,5,5,5,7,8,6,5,5,4,4,6,5,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes
R_DdeCHFIi4McEOWt,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,Several Times a Day,About Once a Day,About Once a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,-99,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-99,Agree,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Not important,Not important,Not important,Neither important nor unimportant,Not important,Good idea,Good idea,Slightly Concerned,Slightly Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,Associate degree,"$60,000 - $69,999",3,3,3,3,3,3,2,3,3,2,2,3,3,3,3,2,2,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_2arh34kiN4aDJQX,anonymous,Yes,Yes,About Once a Day,A Few Times a Week,A Few Times a Week,A Few Times a Week,A Few Times a Week,Every Few Weeks,Less Often,A Few Times a Week,A Few Times a Week,Every Few Weeks,About Once a Day,No,I'm not sure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,Yes,No,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Sometimes,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Important,Neither important nor unimportant,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,35 - 44,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,Some college but no degree,"$20,000 - $29,999",-99,-99,-99,-99,-99,9,-99,-99,-99,-99,6,-99,-99,-99,-99,-99,Complete Trust - 7,6,6,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_10Hn1zzCi6cHPpw,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,A Few Times a Week,About Once a Day,A Few Times a Week,A Few Times a Week,Several Times a Day,Less Often,Several Times a Day,Several Times a Day,About Once a Day,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,No,I'm not sure.,Yes,Yes,I'm not sure.,No,No,I'm not sure.,Yes,Because sometimes it can be justified,Neither Agree Nor Disagree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,Bad idea,Extremely Concerned,Slightly Unconcerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,Some college but no degree,"$20,000 - $29,999",9,3,3,9,9,9,3,9,4,5,Not Sensitive 1,9,9,9,4,3,Complete Trust - 7,4,6,3,6,4,-99,-99,-99,Sometimes,-99,-99,-99
R_1Xp2f32C0meNRgB,anonymous,Yes,Yes,Several Times a Day,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Don't use at all,Several Times a Day,,,No,No,I'm not sure.,No,No,No,No,No,No,I'm not sure.,No,No,No,No,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Not sure,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,45 - 54,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,Did not complete high school,"Less than $10,000",Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,5,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,5,5,No trust at all - 1,4,4,4,4,3,Always,Always,Always,Always,Always,Always,Always
R_3DoS2c4nO4yP332,anonymous,Yes,Yes,Several Times a Day,About Once a Day,Don't use at all,Don't use at all,Don't use at all,A Few Times a Week,About Once a Day,Don't use at all,Every Few Weeks,Don't use at all,Several Times a Day,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,I'm not sure.,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,Yes,I'm not sure.,No,Yes,Yes,No,Yes,Because I said so,Disagree,Neither Agree Nor Disagree,Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,I'm not sure,Good idea,Slightly Concerned,Slightly Concerned,25 - 34,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$30,000 - $39,999",-99,-99,-99,5,-99,-99,-99,-99,-99,5,5,6,-99,-99,5,-99,4,2,3,2,4,3,Never,Never,Never,Never,Sometimes,Sometimes,Never
R_3JJie64X5UlROUN,anonymous,Yes,Yes,Several Times a Day,Several Times a Day,About Once a Day,A Few Times a Week,Several Times a Day,Several Times a Day,About Once a Day,Several Times a Day,Several Times a Day,Several Times a Day,Several Times a Day,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,I'm not sure.,No,No,No,Yes,Yes,Yes,Yes,I'm not sure.,No,I'm not sure.,No,I'm not sure.,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,Yes,I'm not sure must information they want,Neither Agree Nor Disagree,Agree,Agree,Agree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Neither important nor unimportant,Good idea,Good idea,Moderately Concerned,Neither Concerned nor Unconcerned,25 - 34,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$70,000 - $79,999",6,Not Sensitive 1,4,Very Sensitive 10,8,9,5,3,Not Sensitive 1,2,Not Sensitive 1,9,3,8,5,Not Sensitive 1,4,2,4,5,4,6,Sometimes,Always,Sometimes,Sometimes,Sometimes,Always,Always
R_WebSgT6bQNfpUcx,anonymous,Yes,No,,,,,,,,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,I'm not sure.,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,"normally it's a NO, but I sometimes like to think further.",Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Bad idea,Extremely Concerned,Extremely Concerned,65 - 74,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$80,000 - $89,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,No trust at all - 1,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Always
R_T7xNIMEZJ8cUqdz,anonymous,Yes,No,,,,,,,,,,,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Neither agree nor disagree,Not important,Not important,Not important,Neither important nor unimportant,Important,Good idea,Good idea,Slightly Concerned,Neither Concerned nor Unconcerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,American Indian or Alaskan Native,0,0,0,0,0,0,0,0,Did not complete high school,"$20,000 - $29,999",5,-99,8,-99,-99,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,4,2,2,2,2,2,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_2THrLFYS5NSEiz8,anonymous,Yes,No,,,,,,,,,,,,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Ni,Neither Agree Nor Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Neither important nor unimportant,Not important,Neither important nor unimportant,Important,Neither important nor unimportant,I'm not sure,Bad idea,Extremely Concerned,Slightly Unconcerned,18 - 24,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,Hispanic or Latino,0,0,0,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$50,000 - $59,999",4,8,Not Sensitive 1,Not Sensitive 1,8,5,Not Sensitive 1,6,Not Sensitive 1,2,2,2,6,2,4,Not Sensitive 1,3,6,4,4,4,4,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_22Dg8w7CHg4WmGI,anonymous,Yes,No,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Depends on the circumstances.If it's something to do with a criminal ,Agree,Agree,Agree,Agree,Neither agree nor disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,45 - 54,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$90,000 - $99,999",5,4,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,8,5,5,6,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,2,2,4,3,2,No trust at all - 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always
R_BJpNMinxVgldH0t,anonymous,Yes,No,,,,,,,,,,,,No,No,Yes,Yes,No,Yes,I'm not sure.,No,Yes,I'm not sure.,No,No,No,I'm not sure.,Yes,No,Yes,Yes,Yes,No,No,Yes,No,I'm not sure.,Yes,Yes,I'm not sure.,No,Yes,Yes,I'm not sure.,No,No,No,No,Yes,I'm not sure.,Yes,Yes,Yes,No,No,I'm not sure.,No,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,No,I'm not sure.,No,No,Yes,Yes,No,Yes,No,Yes,Maybe yes maybe no depends on the day ,Neither Agree Nor Disagree,Disagree,Agree,Neither Agree Nor Disagree,Disagree,Neither important nor unimportant,Important,Not important,Neither important nor unimportant,Not important,Bad idea,I'm not sure,Slightly Concerned,Neither Concerned nor Unconcerned,18 - 24,Woman,0,0,0,0,0,0,0,Bisexual,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$50,000 - $59,999",2,6,7,9,7,6,5,3,7,3,4,6,4,4,5,2,4,6,4,6,5,5,Always,Sometimes,Never,Always,Sometimes,Never,Sometimes
R_2PgT25ud04T9Q21,anonymous,Yes,No,,,,,,,,,,,,No,No,No,Yes,Yes,No,I'm not sure.,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,The needle is nice and nothing is nice,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Agree,Agree,Neither agree nor disagree,Neither important nor unimportant,Neither important nor unimportant,Important,Important,Important,I'm not sure,Good idea,Neither Concerned nor Unconcerned,Slightly Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$30,000 - $39,999",7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,7,5,5,5,5,5,4,Sometimes,Always,Always,Always,Sometimes,Sometimes,Always
R_3LX3anSgaLNX660,anonymous,Yes,Prefer not to answer,,,,,,,,,,,,I'm not sure,I'm not sure,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Because that's what I like ,Agree,Agree,Neither Agree Nor Disagree,Agree,Agree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,Middle Eastern or North Africa,0,0,0,0,"Bachelor's degree (For example: BA, AB, BS)","$40,000 - $49,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Complete Trust - 7,Always,Always,Always,Always,Always,Always,Always
R_1N9ysILHh5K4Q5Y,anonymous,Yes,No,,,,,,,,,,,,No,Yes,No,Yes,No,Yes,I'm not sure.,I'm not sure.,No,I'm not sure.,No,Yes,Yes,Yes,I'm not sure.,Yes,No,Yes,Yes,I'm not sure.,Yes,Yes,I'm not sure.,No,I'm not sure.,No,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,No,No,No,I'm not sure.,No,Yes,No,I'm not sure.,I'm not sure.,No,No,I'm not sure.,I'm not sure.,No,No,Yes,Go cry coo coo,Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither agree nor disagree,Not important,Important,Important,Important,Important,Good idea,Bad idea,Slightly Concerned,Moderately Unconcerned,18 - 24,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,Black or African American,0,0,0,0,0,0,Did not complete high school,"More than $150,000",3,Very Sensitive 10,3,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,3,2,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,2,4,Not Sensitive 1,2,2,3,2,2,2,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Never
R_1pWjAwMV94KJUim,anonymous,Yes,No,,,,,,,,,,,,Yes,Yes,No,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,I'm not sure.,No,No,No,No,Yes,Yes,No,I'm not sure.,Yes,Yes,No,No,No,Yes,Yes,I'm not sure.,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,I'm not sure.,I'm not sure.,Yes,No,Yes,Yes,No,No,No,Yes,It would depend on whether or not my name or screen name was to be used in the article written. I personally don't think anyone needs access to my voting file. I don't think that should ever be necessary.,Agree,Agree,Agree,Agree,Disagree,Important,Not important,Important,Important,Important,Bad idea,Bad idea,Extremely Concerned,Extremely Concerned,35 - 44,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$60,000 - $69,999",9,6,5,Very Sensitive 10,8,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,6,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,6,2,3,3,2,2,No trust at all - 1,Always,Always,Sometimes,Always,Sometimes,Always,Always
R_TiRePNkmzWfhghH,anonymous,Yes,No,,,,,,,,,,,,No,No,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,I'm not sure.,No,No,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,I'm not sure.,I'm not sure.,Yes,No,No,I'm not sure.,Yes,I'm not sure.,I'm not sure.,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,No,No,No,No,I'm not sure.,No,No,I'm not sure.,I'm not sure.,No,No,No,No,No,Yes,Some questions are hard to give black & white answers to,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,Good idea,Good idea,Extremely Concerned,Extremely Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,High school graduate - high school diploma or equivalent (for example: GED),"$100,000 - $149,999",Very Sensitive 10,-99,-99,-99,-99,-99,Very Sensitive 10,3,3,Very Sensitive 10,-99,-99,Very Sensitive 10,-99,Very Sensitive 10,-99,3,3,5,3,2,No trust at all - 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Always
R_rrvBfJIFCdovTvH,anonymous,Yes,No,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,can see how it might be useful but  my privacy conerns come first,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,8,3,4,4,4,2,No trust at all - 1,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes
R_3fW5CkOlmgDEOt3,anonymous,Yes,No,,,,,,,,,,,,No,No,I'm not sure.,No,No,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,No,Yes,I'm not sure.,I'm not sure.,No,I'm not sure.,No,No,No,I'm not sure.,No,I'm not sure.,Yes,I'm not sure.,Yes,No,Yes,Yes,Yes,No,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,No,No,Yes,No,I'm not sure.,No,No,No,No,I'm not sure.,No,No,Yes,No,No,No,No,No,Yes,All circumstances are different; there is more than one way to look at things!,Agree,Agree,Agree,Agree,Disagree,Not important,Not important,Important,Important,Important,I'm not sure,I'm not sure,Slightly Concerned,Slightly Concerned,65 - 74,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,"Bachelor's degree (For example: BA, AB, BS)","$20,000 - $29,999",-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,-99,-99,6,3,4,4,4,2,Sometimes,Sometimes,Sometimes,Never,Sometimes,Sometimes,Sometimes
R_1j97h6Ra83XBedg,anonymous,Yes,No,,,,,,,,,,,,No,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Right answer,Agree,Agree,Agree,Agree,Disagree,Important,Important,Important,Important,Important,I'm not sure,I'm not sure,Extremely Concerned,Extremely Concerned,75 - 84,0,Man,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Some college but no degree,"$30,000 - $39,999",Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Very Sensitive 10,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Not Sensitive 1,Very Sensitive 10,Not Sensitive 1,Very Sensitive 10,Not Sensitive 1,Not Sensitive 1,4,No trust at all - 1,4,No trust at all - 1,3,No trust at all - 1,Never,Never,Never,Never,Always,Sometimes,Always
R_33En7XFy23gv9BH,anonymous,Yes,No,,,,,,,,,,,,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,I'm not sure.,I'm not sure.,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,I'm not sure.,Yes,Yes,Yes,I'm not sure.,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,I'm not sure.,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"I say ""sometimes"" depending on what the question(s) might be.",Agree,Neither Agree Nor Disagree,Agree,Agree,Disagree,Important,Neither important nor unimportant,Important,Neither important nor unimportant,Neither important nor unimportant,Good idea,I'm not sure,Slightly Unconcerned,Neither Concerned nor Unconcerned,75 - 84,Woman,0,0,0,0,0,0,Heterosexual (straight),0,0,0,0,0,0,0,0,0,White,0,0,Associate degree,"$20,000 - $29,999",3,4,3,6,7,2,4,6,7,5,3,3,5,3,9,4,5,Complete Trust - 7,Complete Trust - 7,6,5,5,Sometimes,Sometimes,Sometimes,Never,Never,Sometimes,Always
